,_id,ico_phase_ended,ind_coinmarketcap,ind_cryptocompare,ind_cryptowatch,ind_ravneeticoprice,name
1509,5b40605c57c41002aa12df7f,1,1,1,1,0,Telcoin
1863,5b40605c57c41002aa12e0e1,1,0,0,0,0,Telcomcoin
920,5b40605c57c41002aa12dd32,0,0,1,0,0,Telegram Open Network
2268,5b40605c57c41002aa12e276,1,0,0,0,0,Teleport
1870,5b40605c57c41002aa12e0e8,1,0,0,0,0,TelexAI
232,5b40605c57c41002aa12da82,1,0,0,0,0,Telluria
2587,5b40605d57c41002aa12e3b5,1,1,1,1,0,TenX
2311,5b40605c57c41002aa12e2a1,1,0,0,0,0,TensorBit
2343,5b40605c57c41002aa12e2c1,1,0,0,0,0,TensorBox
66,5b40605c57c41002aa12d9dc,1,0,0,0,0,Terra Virtua
1098,5b40605c57c41002aa12dde4,1,0,0,0,0,TerraMiner
1923,5b40605c57c41002aa12e11d,1,0,0,0,0,Tetarise (Pre-ICO)
1133,5b40605c57c41002aa12de07,1,0,0,0,0,Tetties
2449,5b40605c57c41002aa12e32b,1,0,0,0,0,Tettix
2330,5b40605c57c41002aa12e2b4,1,0,0,0,0,TewTew
2573,5b40605d57c41002aa12e3a7,1,1,1,0,0,Tezos
954,5b40605c57c41002aa12dd54,1,0,0,0,0,Thai Club Coin
321,5b40605c57c41002aa12dadb,0,0,0,0,0,ThaneCoin
542,5b40605c57c41002aa12dbb8,1,0,0,0,0,The 4th Pillar
726,5b40605c57c41002aa12dc70,1,1,1,1,0,The Abyss
2593,5b40605d57c41002aa12e3bb,1,0,0,0,0,The Bancor Protocol
1651,5b40605c57c41002aa12e00d,1,0,0,0,0,The Bee Token
16,5b40605c57c41002aa12d9aa,1,0,0,0,0,The Deal Coin
1151,5b40605c57c41002aa12de19,1,0,0,0,0,The Fabric Token Ecosystem
1606,5b40605c57c41002aa12dfe0,1,0,0,0,0,The Forge Network
910,5b40605c57c41002aa12dd28,1,0,0,0,0,The Memessenger
2468,5b40605c57c41002aa12e33e,1,0,0,0,0,The Mill of Blood
1542,5b40605c57c41002aa12dfa0,1,0,0,0,0,The National lottery Uk
1315,5b40605c57c41002aa12debd,1,0,0,0,0,The Patriot Coin
250,5b40605c57c41002aa12da94,0,0,0,0,0,The Rouge Project
2623,5b40605d57c41002aa12e3d9,1,0,0,0,0,The Spectreproject
1978,5b40605c57c41002aa12e154,1,0,0,0,0,The SteepCoin project
231,5b40605c57c41002aa12da81,1,0,0,0,0,The Tip Token
1379,5b40605c57c41002aa12defd,1,1,0,1,0,TheKey
1239,5b40605c57c41002aa12de71,1,0,0,0,0,TheWorldNews.net
1020,5b40605c57c41002aa12dd96,1,0,0,0,0,Themis Network
1538,5b40605c57c41002aa12df9c,1,0,0,0,0,Theta Network
665,5b40605c57c41002aa12dc33,1,0,0,0,0,ThinkCoin
1123,5b40605c57c41002aa12ddfd,1,0,0,0,0,Thought
2565,5b40605d57c41002aa12e39f,1,1,1,1,0,Tierion
2351,5b40605c57c41002aa12e2c9,1,0,0,0,0,Ties.Network
1894,5b40605c57c41002aa12e100,1,1,1,0,0,Tigereum
618,5b40605c57c41002aa12dc04,1,0,0,0,0,Tipbot
1997,5b40605c57c41002aa12e167,1,0,0,0,0,Titan Coin
1341,5b40605c57c41002aa12ded7,1,0,0,0,1,Titanium
2222,5b40605c57c41002aa12e248,1,0,1,0,0,ToTheMoon
458,5b40605c57c41002aa12db64,0,0,0,0,0,Tobigca
1956,5b40605c57c41002aa12e13e,1,0,0,0,0,Token Report
2001,5b40605c57c41002aa12e16b,1,0,0,0,0,Token Security Scheme
2241,5b40605c57c41002aa12e25b,1,0,0,0,0,Token Seven
2067,5b40605c57c41002aa12e1ad,1,1,1,0,0,TokenBox
1845,5b40605c57c41002aa12e0cf,1,1,1,0,0,TokenDesk
754,5b40605c57c41002aa12dc8c,1,0,0,0,0,TokenDraft
832,5b40605c57c41002aa12dcda,1,0,0,0,0,TokenGo
787,5b40605c57c41002aa12dcad,1,0,0,0,0,TokenLend
1656,5b40605c57c41002aa12e012,1,1,1,0,0,TokenPay
2237,5b40605c57c41002aa12e257,1,1,1,0,0,TokenStars
1173,5b40605c57c41002aa12de2f,1,0,0,0,0,TokenStars TEAM
2389,5b40605c57c41002aa12e2ef,1,0,0,0,0,TokenStub
2341,5b40605c57c41002aa12e2bf,1,0,0,0,0,Tokenlab
1707,5b40605c57c41002aa12e045,1,0,0,0,0,Tokens.Property 
1974,5b40605c57c41002aa12e150,1,0,0,0,0,Tokenza
2516,5b40605c57c41002aa12e36e,1,0,1,0,0,Tomahawkcoin
2044,5b40605c57c41002aa12e196,1,0,0,0,0,Tombet
543,5b40605c57c41002aa12dbb9,1,0,0,0,0,TopiaCoin
821,5b40605c57c41002aa12dccf,1,0,0,0,0,Toplacer
2490,5b40605c57c41002aa12e354,1,0,0,0,0,TorrentChain
151,5b40605c57c41002aa12da31,1,0,0,0,0,TotiPay Network
1561,5b40605c57c41002aa12dfb3,1,0,0,0,0,Totum
546,5b40605c57c41002aa12dbbc,1,0,0,0,0,TowerBee
354,5b40605c57c41002aa12dafc,0,0,0,0,0,TraXion
2474,5b40605c57c41002aa12e344,1,0,0,0,0,Trackr
800,5b40605c57c41002aa12dcba,1,0,0,0,0,Tracoin
1228,5b40605c57c41002aa12de66,1,0,0,0,0,TradeNetCoin
1375,5b40605c57c41002aa12def9,1,0,0,0,0,TradePlayz
154,5b40605c57c41002aa12da34,1,0,1,0,0,Tradelize
553,5b40605c57c41002aa12dbc3,1,0,0,0,0,Trademindx
1871,5b40605c57c41002aa12e0e9,1,0,0,0,0,TraderStars.io
1181,5b40605c57c41002aa12de37,1,0,0,0,0,Tradershub
111,5b40605c57c41002aa12da09,1,0,0,0,0,Tradingene
1584,5b40605c57c41002aa12dfca,1,1,0,0,0,TrakInvest
648,5b40605c57c41002aa12dc22,1,0,0,0,0,TransCrypt 
880,5b40605c57c41002aa12dd0a,1,1,0,0,0,Transcodium
1283,5b40605c57c41002aa12de9d,1,0,0,0,0,TravelChain 
1696,5b40605c57c41002aa12e03a,1,0,0,0,0,TravelFlex Coin
38,5b40605c57c41002aa12d9c0,1,0,0,0,0,TravelSurfing
1012,5b40605c57c41002aa12dd8e,1,0,0,0,0,Travelkoin
557,5b40605c57c41002aa12dbc7,1,1,0,0,0,Traxia
2289,5b40605c57c41002aa12e28b,1,0,0,0,0,Trending.me
1482,5b40605c57c41002aa12df64,1,0,0,0,1,Trendit
326,5b40605c57c41002aa12dae0,0,0,0,0,0,Treon
2333,5b40605c57c41002aa12e2b7,1,0,0,0,0,TriForce Tokens
2548,5b40605d57c41002aa12e38e,1,0,1,0,0,TribeToken
262,5b40605c57c41002aa12daa0,0,0,0,0,0,Triggmine
293,5b40605c57c41002aa12dabf,0,0,0,0,0,Trimpo
2026,5b40605c57c41002aa12e184,1,0,0,0,0,TripAlly
2043,5b40605c57c41002aa12e195,1,0,0,0,0,Trive
202,5b40605c57c41002aa12da64,1,0,1,0,0,Triwer
764,5b40605c57c41002aa12dc96,1,0,0,0,0,Trocabit
1331,5b40605c57c41002aa12decd,1,0,0,0,0,Tru Reputation Network
2564,5b40605d57c41002aa12e39e,1,0,0,0,0,True Flip
1130,5b40605c57c41002aa12de04,1,0,0,0,0,True Gold Coin
1664,5b40605c57c41002aa12e01a,1,0,0,0,0,TrueDonate
768,5b40605c57c41002aa12dc9a,1,0,0,0,0,Trump Tokens
361,5b40605c57c41002aa12db03,0,0,0,0,0,Trust Funding Coin
901,5b40605c57c41002aa12dd1f,1,0,0,0,0,TrustedHealth
1782,5b40605c57c41002aa12e090,1,0,0,0,0,TurboGpu
265,5b40605c57c41002aa12daa3,0,0,1,0,0,Tutellus
323,5b40605c57c41002aa12dadd,0,0,0,0,0,Typerium
1252,5b40605c57c41002aa12de7e,1,0,0,0,0,U-Truck
534,5b40605c57c41002aa12dbb0,1,0,0,0,0,U-VID'IFY
1976,5b40605c57c41002aa12e152,1,1,1,0,0,U.CASH
2290,5b40605c57c41002aa12e28c,1,0,0,0,0,UAHPAY
1685,5b40605c57c41002aa12e02f,1,0,1,0,0,UCoin
2030,5b40605c57c41002aa12e188,1,0,0,0,0,UDIAR
2200,5b40605c57c41002aa12e232,1,1,0,0,0,UNICOIN
1554,5b40605c57c41002aa12dfac,1,0,0,0,0,UPLINE
2169,5b40605c57c41002aa12e213,1,0,0,0,0,UQUID 
42,5b40605c57c41002aa12d9c4,1,0,0,0,0,USAT
2203,5b40605c57c41002aa12e235,1,0,0,0,0,USHBA.IO
181,5b40605c57c41002aa12da4f,1,0,0,0,0,UUNIO (ICO)
594,5b40605c57c41002aa12dbec,1,0,0,0,0,Ubcoin Market
1021,5b40605c57c41002aa12dd97,1,0,0,0,0,UberPro
398,5b40605c57c41002aa12db28,0,0,1,0,0,Ubex
121,5b40605c57c41002aa12da13,1,0,0,0,0,Ultroneum
2456,5b40605c57c41002aa12e332,1,0,1,0,1,Umbrella Coin
236,5b40605c57c41002aa12da86,1,0,0,0,0,Uncloak
455,5b40605c57c41002aa12db61,0,0,0,0,0,Undal Prime
1823,5b40605c57c41002aa12e0b9,1,0,0,0,0,UndermillionClub
957,5b40605c57c41002aa12dd57,1,0,0,0,0,UniCrypto
1787,5b40605c57c41002aa12e095,1,0,0,0,0,UniGame
702,5b40605c57c41002aa12dc58,1,1,1,0,0,Unibright
1318,5b40605c57c41002aa12dec0,1,0,0,0,0,Unicoins 
1039,5b40605c57c41002aa12dda9,1,0,0,0,0,UnicornGO
700,5b40605c57c41002aa12dc56,1,0,0,0,0,Unilot
353,5b40605c57c41002aa12dafb,0,0,0,0,0,Union
649,5b40605c57c41002aa12dc23,1,0,0,0,0,United Crypto Mining Group
1849,5b40605c57c41002aa12e0d3,1,0,0,0,0,United Traders
457,5b40605c57c41002aa12db63,0,0,0,0,0,UnitedFans
1884,5b40605c57c41002aa12e0f6,1,0,0,0,0,Unity Coin 
2037,5b40605c57c41002aa12e18f,1,1,1,1,0,Universa
1490,5b40605c57c41002aa12df6c,1,0,0,0,0,Universal Brand
515,5b40605c57c41002aa12db9d,0,0,0,0,0,Universal Energy Coin
1169,5b40605c57c41002aa12de2b,1,0,0,0,0,Universe of Masters
1248,5b40605c57c41002aa12de7a,1,0,0,0,0,Unolabo Skillmarket
387,5b40605c57c41002aa12db1d,0,0,0,0,0,UpSkills
2270,5b40605c57c41002aa12e278,1,1,1,1,0,UpToken
652,5b40605c57c41002aa12dc26,1,0,0,0,0,Usereum
1552,5b40605c57c41002aa12dfaa,1,0,0,0,0,Uservice
1310,5b40605c57c41002aa12deb8,1,0,0,0,0,Utemis
97,5b40605c57c41002aa12d9fb,1,1,1,0,0,Utrum
688,5b40605c57c41002aa12dc4a,1,0,0,0,0,Uulala
1236,5b40605c57c41002aa12de6e,1,0,1,0,0,VALID
2236,5b40605c57c41002aa12e256,1,0,0,0,0,VALUS
2481,5b40605c57c41002aa12e34b,1,0,1,0,0,VEREDICTUM
297,5b40605c57c41002aa12dac3,0,0,0,0,0,VERNAM
260,5b40605c57c41002aa12da9e,0,0,0,0,0,VEZET
2451,5b40605c57c41002aa12e32d,1,0,1,0,0,VIBEHub
583,5b40605c57c41002aa12dbe1,1,0,0,0,0,VICoin 
1457,5b40605c57c41002aa12df4b,1,0,0,0,0,VINND
1007,5b40605c57c41002aa12dd89,1,0,0,0,0,VIOLA.AI
773,5b40605c57c41002aa12dc9f,1,0,0,0,0,VIREO
818,5b40605c57c41002aa12dccc,1,0,0,0,0,VISO
952,5b40605c57c41002aa12dd52,1,0,0,0,0,VL Coin
145,5b40605c57c41002aa12da2b,1,0,1,0,0,VLUX
684,5b40605c57c41002aa12dc46,1,0,0,0,0,VOOT
2191,5b40605c57c41002aa12e229,1,0,0,0,0,VOTES
1326,5b40605c57c41002aa12dec8,1,0,0,0,0,VOXXO
978,5b40605c57c41002aa12dd6c,1,0,0,0,0,VR MED
1688,5b40605c57c41002aa12e032,1,0,0,0,0,VR Platform OKO 
1963,5b40605c57c41002aa12e145,1,0,0,0,0,VRCOIN
834,5b40605c57c41002aa12dcdc,1,0,0,0,0,VRT World
1725,5b40605c57c41002aa12e057,1,0,0,0,0,VVTokens
1018,5b40605c57c41002aa12dd94,1,0,0,0,0,Vacuum Foundation
1014,5b40605c57c41002aa12dd90,1,0,0,0,0,Valhalla
1699,5b40605c57c41002aa12e03d,1,0,0,0,0,Valorem Foundation
1157,5b40605c57c41002aa12de1f,1,0,0,0,0,ValueCash
1460,5b40605c57c41002aa12df4e,1,0,0,0,0,Vanity Fear
1973,5b40605c57c41002aa12e14f,1,0,0,0,0,Vaultbank
566,5b40605c57c41002aa12dbd0,1,0,0,0,0,Vaynix
1774,5b40605c57c41002aa12e088,1,0,0,0,0,Vector 
1441,5b40605c57c41002aa12df3b,1,0,0,0,0,VectorZilla
1838,5b40605c57c41002aa12e0c8,1,0,0,0,0,Vectorspace
1906,5b40605c57c41002aa12e10c,1,0,0,0,0,Vega AI Solutions
2117,5b40605c57c41002aa12e1df,1,0,0,0,0,Vegan Token
1042,5b40605c57c41002aa12ddac,1,0,0,0,0,Vehicle Lifecycle Blockchain
733,5b40605c57c41002aa12dc77,1,0,0,0,0,Velix.ID
1200,5b40605c57c41002aa12de4a,1,0,0,0,0,Vendio
2032,5b40605c57c41002aa12e18a,1,0,0,0,0,Venture Investment Capital
504,5b40605c57c41002aa12db92,0,0,0,0,0,VenusEnergy
264,5b40605c57c41002aa12daa2,0,0,1,0,0,Verasity
1250,5b40605c57c41002aa12de7c,1,1,0,0,0,VeriME
1812,5b40605c57c41002aa12e0ae,1,1,1,0,0,Verify
2193,5b40605c57c41002aa12e22b,1,0,0,0,0,VerifyUnion
609,5b40605c57c41002aa12dbfb,1,0,0,0,0,Vesa
1180,5b40605c57c41002aa12de36,1,0,0,0,0,Vestopia
2017,5b40605c57c41002aa12e17b,1,1,1,0,0,Vezt
24,5b40605c57c41002aa12d9b2,1,0,0,0,0,ViValid
2496,5b40605c57c41002aa12e35a,1,1,1,1,0,Viberate
1225,5b40605c57c41002aa12de63,1,0,1,0,0,Vice Industry Token
71,5b40605c57c41002aa12d9e1,1,0,1,0,0,VideoCoin
931,5b40605c57c41002aa12dd3d,1,0,1,0,0,Viewly
340,5b40605c57c41002aa12daee,0,0,0,0,0,Vikky
1530,5b40605c57c41002aa12df94,1,0,0,0,0,Vimarket
999,5b40605c57c41002aa12dd81,1,0,1,0,0,VinChain
1338,5b40605c57c41002aa12ded4,1,0,0,0,0,Vio
1366,5b40605c57c41002aa12def0,1,0,0,0,0,Vionex
987,5b40605c57c41002aa12dd75,1,0,0,0,0,Virtual Lakshmi
45,5b40605c57c41002aa12d9c7,1,0,0,0,0,VirtualStaking
336,5b40605c57c41002aa12daea,0,0,0,0,0,Vital Skin
512,5b40605c57c41002aa12db9a,0,0,0,0,0,Vitalis Network
2129,5b40605c57c41002aa12e1eb,1,1,1,0,0,Viuly
565,5b40605c57c41002aa12dbcf,1,0,0,0,0,Viva Network
784,5b40605c57c41002aa12dcaa,1,0,0,0,0,Vivid
544,5b40605c57c41002aa12dbba,1,0,0,0,0,Volans
1568,5b40605c57c41002aa12dfba,1,0,0,0,0,Volk
1191,5b40605c57c41002aa12de41,1,0,0,0,0,Vonis
105,5b40605c57c41002aa12da03,1,0,0,0,0,Vooglue
2292,5b40605c57c41002aa12e28e,1,0,0,0,0,Vote Coin
1166,5b40605c57c41002aa12de28,1,0,0,0,0,Votem
10,5b40605c57c41002aa12d9a4,1,0,0,0,0,VoxeIX
2297,5b40605c57c41002aa12e293,1,0,0,0,0,VuePay
624,5b40605c57c41002aa12dc0a,1,0,0,0,0,Vuulr
449,5b40605c57c41002aa12db5b,0,0,0,0,0,W12
2529,5b40605c57c41002aa12e37b,1,0,0,0,0,W3coins
1401,5b40605c57c41002aa12df13,1,0,0,0,0,WAWLLET
2163,5b40605c57c41002aa12e20d,1,1,0,1,0,WAX
162,5b40605c57c41002aa12da3c,1,0,1,0,0,WELL
2283,5b40605c57c41002aa12e285,1,0,0,0,0,WHA Project
866,5b40605c57c41002aa12dcfc,1,0,0,0,0,WIIX Success Project
394,5b40605c57c41002aa12db24,0,0,0,0,0,WIKI Token
2298,5b40605c57c41002aa12e294,1,0,0,0,0,WIRE-X
1749,5b40605c57c41002aa12e06f,1,0,0,0,0,WISEPLAT
1016,5b40605c57c41002aa12dd92,1,0,0,0,0,WIZZLE
11,5b40605c57c41002aa12d9a5,1,0,0,0,0,WOOD PELLETS
271,5b40605c57c41002aa12daa9,0,0,0,0,0,WORBLI
2170,5b40605c57c41002aa12e214,1,0,0,0,0,WORDCOIN
2433,5b40605c57c41002aa12e31b,1,0,0,0,0,WYNG
2264,5b40605c57c41002aa12e272,1,0,1,0,0,WYRIFY
1982,5b40605c57c41002aa12e158,1,1,1,1,0,WaBi
2585,5b40605d57c41002aa12e3b3,1,1,1,0,0,Wagerr
667,5b40605c57c41002aa12dc35,1,0,0,0,0,Wall Street Coin
1417,5b40605c57c41002aa12df23,1,0,0,0,0,WalletRun
1865,5b40605c57c41002aa12e0e3,1,0,0,0,0,Walnuts 
2195,5b40605c57c41002aa12e22d,1,1,1,0,0,WandX
1481,5b40605c57c41002aa12df63,1,0,0,0,0,WeAre ecosystem
37,5b40605c57c41002aa12d9bf,1,0,0,0,0,WeCareCoin
327,5b40605c57c41002aa12dae1,0,0,0,0,0,WeGold
1491,5b40605c57c41002aa12df6d,1,1,1,1,0,WePower
899,5b40605c57c41002aa12dd1d,1,0,0,0,0,Wealthinitiative
2002,5b40605c57c41002aa12e16c,1,0,0,0,0,Wealthium
577,5b40605c57c41002aa12dbdb,1,0,0,0,1,Webcoin
541,5b40605c57c41002aa12dbb7,1,0,0,0,0,Webercoin
130,5b40605c57c41002aa12da1c,1,0,0,0,0,WeevoCity
2136,5b40605c57c41002aa12e1f2,1,0,0,0,0,Weigrate
2441,5b40605c57c41002aa12e323,1,0,0,0,0,WesterosToken
1901,5b40605c57c41002aa12e107,1,0,0,0,0,WhaleFUND
237,5b40605c57c41002aa12da87,1,0,0,0,0,Whalesburg
444,5b40605c57c41002aa12db56,0,0,0,0,0,WhenHub Interface Network
314,5b40605c57c41002aa12dad4,0,0,0,0,0,Whizcoin
405,5b40605c57c41002aa12db2f,0,0,0,0,0,Whyral
2482,5b40605c57c41002aa12e34c,1,1,1,0,0,Wild Crypto
296,5b40605c57c41002aa12dac2,0,0,0,0,0,Will Token
18,5b40605c57c41002aa12d9ac,1,0,0,0,0,Winances
1167,5b40605c57c41002aa12de29,1,0,0,0,0,Winco
2111,5b40605c57c41002aa12e1d9,1,0,1,0,0,Winding Tree
2620,5b40605d57c41002aa12e3d6,1,1,0,1,0,Wings
1663,5b40605c57c41002aa12e019,1,0,0,0,0,Wireline
386,5b40605c57c41002aa12db1c,0,0,0,0,0,WisePass
1983,5b40605c57c41002aa12e159,1,0,1,0,0,Wishfinance
475,5b40605c57c41002aa12db75,0,0,0,0,0,Witcoin
203,5b40605c57c41002aa12da65,1,0,0,0,0,Wixlar
2421,5b40605c57c41002aa12e30f,1,0,1,0,0,Wolk
1566,5b40605c57c41002aa12dfb8,1,0,0,0,0,WorkPress
44,5b40605c57c41002aa12d9c6,1,0,0,0,0,Workcoin
141,5b40605c57c41002aa12da27,1,0,0,0,0,World Bit Bank
480,5b40605c57c41002aa12db7a,0,0,0,0,0,World Crypto Lotto
1762,5b40605c57c41002aa12e07c,1,0,0,0,0,World Tourism
1438,5b40605c57c41002aa12df38,1,0,0,0,0,WorldBit
1194,5b40605c57c41002aa12de44,1,0,0,0,0,WorldHotelOrganization
918,5b40605c57c41002aa12dd30,1,0,0,0,0,WorldPeaceCoin
2141,5b40605c57c41002aa12e1f7,1,1,1,0,0,Worldcore
132,5b40605c57c41002aa12da1e,1,0,0,0,0,Worldopoly
707,5b40605c57c41002aa12dc5d,1,0,0,0,0,Worldwifi
2224,5b40605c57c41002aa12e24a,1,0,0,0,0,Wounded Warrior Coin
1462,5b40605c57c41002aa12df50,1,0,0,0,0,Wowoo
1397,5b40605c57c41002aa12df0f,1,0,1,0,0,Wysker
1631,5b40605c57c41002aa12dff9,1,0,0,0,0,X8 Project
492,5b40605c57c41002aa12db86,0,0,0,0,0,XGold Coin
1873,5b40605c57c41002aa12e0eb,1,0,0,0,0,XMAS Token
876,5b40605c57c41002aa12dd06,1,0,0,0,0,XMoneta
2296,5b40605c57c41002aa12e292,1,0,0,0,0,XRONOS
1730,5b40605c57c41002aa12e05c,1,0,0,0,0,XRPconnect
422,5b40605c57c41002aa12db40,0,0,0,0,0,XRT
622,5b40605c57c41002aa12dc08,1,0,0,0,0,XSEARCH
1294,5b40605c57c41002aa12dea8,1,0,0,0,0,XTRADE
1817,5b40605c57c41002aa12e0b3,1,0,0,0,0,XToken
962,5b40605c57c41002aa12dd5c,1,0,0,0,0,XYO
1734,5b40605c57c41002aa12e060,1,0,0,0,0,XZEN
2423,5b40605c57c41002aa12e311,1,0,0,0,0,Xaurum Gamma
785,5b40605c57c41002aa12dcab,1,0,0,0,0,XchangeRate
292,5b40605c57c41002aa12dabe,0,0,0,0,0,XefoCoin
1107,5b40605c57c41002aa12dded,1,0,0,0,0,Xfermoney
1767,5b40605c57c41002aa12e081,1,0,0,0,0,XmasCoin
2518,5b40605c57c41002aa12e370,1,0,0,0,0,Xplay
1913,5b40605c57c41002aa12e113,1,0,0,0,0,Xred
633,5b40605c57c41002aa12dc13,1,0,0,0,0,Xsolus
1612,5b40605c57c41002aa12dfe6,1,0,0,0,0,Xwin CryptoBet
582,5b40605c57c41002aa12dbe0,1,0,0,0,0,Yield Coin
135,5b40605c57c41002aa12da21,1,0,0,0,0,Yizoot
1247,5b40605c57c41002aa12de79,1,0,0,0,0,YoBank
335,5b40605c57c41002aa12dae9,0,0,0,0,0,Yodse
714,5b40605c57c41002aa12dc64,1,0,0,0,0,Yohocube
646,5b40605c57c41002aa12dc20,1,0,0,0,0,YondoCoin
760,5b40605c57c41002aa12dc92,1,0,0,0,0,Yoo-Mi
1321,5b40605c57c41002aa12dec3,1,0,0,0,0,YooPing
769,5b40605c57c41002aa12dc9b,1,0,0,0,0,Yoritex
380,5b40605c57c41002aa12db16,0,0,0,0,0,You42
367,5b40605c57c41002aa12db09,0,0,0,0,0,YouRa
190,5b40605c57c41002aa12da58,1,0,0,0,0,YouToken
2489,5b40605c57c41002aa12e353,1,0,0,0,0,YouTweakiT
1235,5b40605c57c41002aa12de6d,1,0,0,0,0,YourMomToken Project
653,5b40605c57c41002aa12dc27,1,0,1,0,0,Yumerium
119,5b40605c57c41002aa12da11,1,0,0,0,0,ZEEW
257,5b40605c57c41002aa12da9b,0,0,0,0,0,ZEON
371,5b40605c57c41002aa12db0d,0,0,0,0,0,ZEROEDGE
1622,5b40605c57c41002aa12dff0,1,0,0,0,0,ZEUS
2437,5b40605c57c41002aa12e31f,1,1,0,0,0,ZILLA
392,5b40605c57c41002aa12db22,0,0,0,0,0,ZODIAQ
2352,5b40605c57c41002aa12e2ca,1,0,0,0,0,ZONTO
728,5b40605c57c41002aa12dc72,1,0,0,0,0,ZPER
1659,5b40605c57c41002aa12e015,1,0,1,0,0,Zabercoin
2120,5b40605c57c41002aa12e1e2,1,0,0,0,0,Zavod Coin ICO
267,5b40605c57c41002aa12daa5,0,0,0,0,0,Zcnox
605,5b40605c57c41002aa12dbf7,1,0,0,0,0,ZeCash
432,5b40605c57c41002aa12db4a,0,0,0,0,0,Zealeum
1118,5b40605c57c41002aa12ddf8,1,1,0,0,0,Zebi
1608,5b40605c57c41002aa12dfe2,1,1,1,1,0,Zeepin
564,5b40605c57c41002aa12dbce,1,0,0,0,0,Zeex
1789,5b40605c57c41002aa12e097,1,0,1,0,0,Zen Protocol
807,5b40605c57c41002aa12dcc1,1,0,0,0,0,ZenithCard
2134,5b40605c57c41002aa12e1f0,1,0,1,0,0,Zenome
2173,5b40605c57c41002aa12e217,1,1,0,0,0,Zephyr
1476,5b40605c57c41002aa12df5e,1,0,0,0,0,Zerium
547,5b40605c57c41002aa12dbbd,1,0,0,0,0,Zero Carbon Project
372,5b40605c57c41002aa12db0e,0,0,0,0,0,Zero Edge Casino
313,5b40605c57c41002aa12dad3,0,0,1,0,0,ZeroState
2465,5b40605c57c41002aa12e33b,1,0,0,0,0,ZeroTraffic
356,5b40605c57c41002aa12dafe,0,0,0,0,0,ZetoChain 
2559,5b40605d57c41002aa12e399,1,0,0,0,0,Ziber
100,5b40605c57c41002aa12d9fe,1,0,0,0,0,Zichain
1726,5b40605c57c41002aa12e058,1,0,0,0,0,Zipper
2248,5b40605c57c41002aa12e262,1,0,0,0,0,Zloadr
798,5b40605c57c41002aa12dcb8,1,0,0,0,0,ZoneX eSports Platform
2596,5b40605d57c41002aa12e3be,1,1,1,1,0,ZrCoin
938,5b40605c57c41002aa12dd44,1,0,0,0,0,Zupply
1308,5b40605c57c41002aa12deb6,1,1,1,1,0,aXpire
407,5b40605c57c41002aa12db31,0,0,0,0,0,aigc
974,5b40605c57c41002aa12dd68,1,0,0,0,0,allabout.me
897,5b40605c57c41002aa12dd1b,1,0,0,0,0,altumea
2631,5b40605d57c41002aa12e3e1,1,0,0,0,0,arcade.city
2542,5b40605d57c41002aa12e388,1,0,0,0,0,bHotspot
2064,5b40605c57c41002aa12e1aa,1,0,0,0,0,beeqb
2507,5b40605c57c41002aa12e365,1,0,1,0,0,benjaCoin
519,5b40605c57c41002aa12dba1,0,0,0,0,0,bi_platform
2354,5b40605c57c41002aa12e2cc,1,1,1,0,0,bitJob
1690,5b40605c57c41002aa12e034,1,0,0,0,0,block.array
1052,5b40605c57c41002aa12ddb6,1,1,1,0,0,carVertical
685,5b40605c57c41002aa12dc47,1,0,0,0,0,carboneum
642,5b40605c57c41002aa12dc1c,1,0,0,0,0,coinadvisor
813,5b40605c57c41002aa12dcc7,1,0,0,0,0,concertVR 
2179,5b40605c57c41002aa12e21d,1,0,0,0,0,crypto.tickets
1298,5b40605c57c41002aa12deac,1,0,0,0,0,dHealthNetwork
551,5b40605c57c41002aa12dbc1,1,0,0,0,0,dashlite
2637,5b40605d57c41002aa12e3e7,0,0,1,0,0,deCLOUDs
2560,5b40605d57c41002aa12e39a,1,0,0,0,0,district0x Network
2445,5b40605c57c41002aa12e327,1,0,0,0,0,doc.ai
424,5b40605c57c41002aa12db42,0,0,0,0,0,dona
1273,5b40605c57c41002aa12de93,1,0,0,0,0,dutyof.care
2010,5b40605c57c41002aa12e174,1,0,1,0,0,düber
1354,5b40605c57c41002aa12dee4,1,0,1,0,0,e-Chat
1446,5b40605c57c41002aa12df40,1,0,0,0,0,e-Pocket
370,5b40605c57c41002aa12db0c,0,0,0,0,0,eCoinomic
2624,5b40605d57c41002aa12e3da,1,0,0,0,0,eGaaS
1234,5b40605c57c41002aa12de6c,1,0,0,0,0,eGold
708,5b40605c57c41002aa12dc5e,1,0,0,0,0,eHealth First
1617,5b40605c57c41002aa12dfeb,1,0,0,0,0,eWaiter
2479,5b40605c57c41002aa12e349,1,0,1,0,0,easyMINE
1623,5b40605c57c41002aa12dff1,1,0,0,0,0,eco-NAN
740,5b40605c57c41002aa12dc7e,1,0,0,0,0,empowr
975,5b40605c57c41002aa12dd69,1,0,0,0,0,ethPoker.io
2533,5b40605c57c41002aa12e37f,0,0,0,0,0,ethbnb
1993,5b40605c57c41002aa12e163,1,1,1,0,0,fidentiaX
156,5b40605c57c41002aa12da36,1,0,0,0,0,fynance
2074,5b40605c57c41002aa12e1b4,1,0,0,0,0,iBuildApp Network
435,5b40605c57c41002aa12db4d,0,0,1,0,0,iCash
2611,5b40605d57c41002aa12e3cd,1,0,1,0,0,iEx.ec
